Get�tigt am Datum;Betrag;Quelle;Zahlungsweise;Projekt;Kontakt-ID;Vorname;Nachname;Unternehmen;M�chte Brief-Mailing;M�chte E-Mail-Newsletter;Keine E-Mails senden;Keine Briefe senden;Keine Anrufe;Geburtsdatum;Kontakt-Tags;Person erstellt am;PLZ;Stadt;Land;E-Mail-Adresse;Telefon;01-Anrede Couvert;02-Anredeform
09.12.2021;1027,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;8bce161489c6ff5e4b1fc36e7d71ceaac092f835ec0cbb3ebfed6433cfb2d066;Dijana;Tanner;;Ja;Ja;Nein;Nein;Nein;;Euro, Ausland;13.05.2020;56316;Niederhofen;Deutschland;;;Familie;Du2
09.12.2021;239,20;OS Mailing;Bank�berweisung Vereinskonto;Grundversorgung Heimkinder;f904eb6bfc0e4b272164276186aeb4fd8d6cbced67c7976df4b583802ec047fd;Cedric;Martin;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen;09.06.2021;5074;Eiken;;cedric.martin@gmail.com;;Herr und Frau;Sie
09.12.2021;957,70;OS Mailing;Bank�berweisung Vereinskonto;Allgemein;404cd631f4bb23b6d424509190d8ecba633f0b56405d8bbec98d788b769f6b9c;Antoine;Haas;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;8038;Z�rich;;antoine.haas@hotmail.com;;Herr und Frau;Sie
08.12.2021;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;d352dc94de8e5ba5e545edee9564f5577a231eba4a860b80f3fc0ab48251ea7c;Arlind;Hofer;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Pate;13.05.2020;1814;La Tour-de-Peilz;;arlind.hofer@hotmail.com;091 930 63 86;Frau;Du1
08.12.2021;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;026d55e8edb6a7d218dbcbe08e7376dbc08f940fc8cc86519ef4c6c8d2610bb5;Liselotte;Gasser;;Ja;Ja;Nein;Nein;Nein;;Euro, Pate, Ausland;13.05.2020;3002;Alicante;Spanien;liselotte.gasser@hotmail.com;+41 91 746 56 43;Herr und Frau;Sie
08.12.2021;600,00;Paten;Bank�berweisung Vereinskonto;Patenschaften inkl. personenbezogene Spenden;4de75f389a01ba749fa60744a24fcc3dbf5443c49c46e41c41a7cea9e507237c;Jasmin;Jenni;;Ja;Ja;Nein;Nein;Nein;;keine Giveaways, Pate;13.05.2020;6048;Horw;;jasmin.jenni@hotmail.com;;Herr und Frau;Du2
08.12.2021;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;c104b2d80b213f6da789c46972d52a98d64142e7de05c43c5e979014a7820575;Hans;Tobler;;Nein;Nein;Ja;Ja;Ja;;Einzelperson, Pate;13.05.2020;5643;Sins;;hans.tobler@gmail.com;+41 21 279 47 49;Frau;Du1
08.12.2021;200,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;558ae5fc7ab9930f93fc14d34c738684dcf132e0c18aa7fac49abf97e05120b6;Yvonne;Bucher;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5630;Muri;;yvonne.bucher@gmail.com;+41 81 999 16 70;Herr und Frau;Du2
08.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;898306e5c2c50f129fd534aed6bfe2c227d2bbfe407a750e157699dc618f1887;Fitim;Lustenberger;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;8932;Mettmenstetten;;fitim.lustenberger@yahoo.com;;Herr und Frau;Du2
08.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;95793198fef6e508d36a47109592714d2954554cfa2476cdd68b5fa4c780b5c3;Muriel;Ott;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen;13.05.2020;8494;Bauma;;;+41 61 733 90 59;Herr und Frau;Du2
08.12.2021;250,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;0fa411c8d49ce57bab94b6728216176a1681c7c0c7a9f19e084551a6c3d76a22;Imelda;Fehr;;Nein;Nein;Ja;Ja;Ja;;Gesch�ft Mitarbeiter;19.01.2022;6005;Luzern;;imelda.fehr@yahoo.com;;Frau;Sie
08.12.2021;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;026d55e8edb6a7d218dbcbe08e7376dbc08f940fc8cc86519ef4c6c8d2610bb5;Liselotte;Gasser;;Ja;Ja;Nein;Nein;Nein;;Euro, Pate, Ausland;13.05.2020;3002;Alicante;Spanien;liselotte.gasser@hotmail.com;+41 91 746 56 43;Herr und Frau;Sie
08.12.2021;2,49;Mailing;Bank�berweisung Patenschaften;Allgemein;026d55e8edb6a7d218dbcbe08e7376dbc08f940fc8cc86519ef4c6c8d2610bb5;Liselotte;Gasser;;Ja;Ja;Nein;Nein;Nein;;Euro, Pate, Ausland;13.05.2020;3002;Alicante;Spanien;liselotte.gasser@hotmail.com;+41 91 746 56 43;Herr und Frau;Sie
08.12.2021;600,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;8c12b759a75cdc866684e79865317a1d35be72a6ef685f6e6c947f2490898394;Urs;Wirth;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5643;Sins;;;041 199 57 66;Herr und Frau;Sie
08.12.2021;97,25;OS Mailing;Bank�berweisung Vereinskonto;Allgemein;e15f39add8667c615b9ef15d6308d7b2ff06988a02a4355716df6f32594a03f8;Nicolas;Sutter;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;6345;Neuheim;;nicolas.sutter@gmail.com;;Herr;Du1
08.12.2021;146,00;OS Mailing;Bank�berweisung Vereinskonto;Allgemein;2232b4c38f8e6abbcf87e7d1cf384b88ec90d89ffe7a3167bc77524382f52206;Boris;Lehmann;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, Weihnachtskarte, Pate;13.05.2020;8932;Mettmenstetten;;boris.lehmann@hotmail.com;;Herr und Frau;Du2
08.12.2021;97,25;OS Mailing;Bank�berweisung Vereinskonto;Allgemein;b32ea98f938ab2330d67e0586f6770a774675feae41b1fd40f6e1e3a42e71390;Snezana;Maier;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5643;Sins;;snezana.maier@yahoo.com;;Familie;Du2
08.12.2021;146,00;OS Mailing;Bank�berweisung Vereinskonto;Allgemein;7491b05c3588a7f20e7fa0019da0abb36091ad831cd6ec1d2487762c1a2683d6;Violette;Roth;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5643;Meienberg;;;061 031 69 61;Herr und Frau;Sie
08.12.2021;97,25;OS Mailing;Bank�berweisung Vereinskonto;Allgemein;a8bc1d9432c1a7902b6bfc0a4f808a5317cc1bb017a379dce77a7411e3a769eb;Romane;Schweizer;;Ja;Ja;Nein;Nein;Nein;;;06.01.2021;5630;Muri;;romane.schweizer@hotmail.com;;Frau;Sie
07.12.2021;50,00;Andere;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;764120fb027f6af91538f519da4b2b1ab720e2d41b80d280185f750c24c454a3;Christiane;Ernst;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, Pate;13.05.2020;5643;Sins;;christiane.ernst@hotmail.com;;Herr und Frau;Du2
07.12.2021;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;a1513d4f846c3a08270802f6b266f86bd46be539206ef29056f5ebe764e31f75;Davide;Bucher;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5643;Sins;;;;Herr;Sie
07.12.2021;200,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;020693e4e0c925a192d60aa0c0b346de25e9ea32ed3fa1ccac43fef59ae8478d;Paulina;Pfister;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5645;Aettenschwil;;paulina.pfister@gmail.com;;Familie;Du2
07.12.2021;150,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;8755b7927b814e885df338ce9656f246494cc5f4ffcd168120c8bec943af7f7b;Donatella;Z�rcher;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;8048;Z�rich;;donatella.zrcher@yahoo.com;081 553 93 68;Frau;Du1
07.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;ac2ada5cfe5ec2653397b2c8ae1b020ec7623ad445bdc4b48e2cda0b877bf1d2;Chris;Siegrist;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5644;Auw;;;091 250 61 43;Herr und Frau;Sie
07.12.2021;400,00;Mailing;Bank�berweisung Vereinskonto;Grundversorgung Heimkinder;764120fb027f6af91538f519da4b2b1ab720e2d41b80d280185f750c24c454a3;Christiane;Ernst;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, Pate;13.05.2020;5643;Sins;;christiane.ernst@hotmail.com;;Herr und Frau;Du2
07.12.2021;150,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;58d9b173336d73a61e8e82306020747167464341c614cc4a4d66406bc9cbec64;Aldo;Bolliger;;Ja;Ja;Nein;Nein;Nein;;Gesch�ft Mitarbeiter;19.01.2022;5637;Beinwil Freiamt;;aldo.bolliger@yahoo.com;;Herr;Sie
07.12.2021;200,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;5eef94f6980e2e87c7a3425ee049424cdbd9be79f34d9e4d3e6edad88ea6933c;Sylvia;Stalder;;Ja;Ja;Nein;Nein;Nein;;Gesch�ft Mitarbeiter;13.05.2020;5643;Sins;;sylvia.stalder@yahoo.com;;Herr;Du1
07.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;bf717a4789b06295950ca05b2c57d997e3af9d957497f85828338cec45594902;Susanna;Albrecht;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;6318;Walchwil;;;;Frau;Du1
07.12.2021;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;99600560a96537c5b69deda4a0935a6747b63bbf082e7fd44d0f3dc125831c78;Lian;Imhof;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5643;Sins;;lian.imhof@yahoo.com;+41 44 643 34 16;Herr und Frau;Du2
07.12.2021;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;b0ebb3dcb8315e740f80820af03af33d5a2393adb51233c6ce92695d5dc1211c;Lenny;Imhof;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;3862;Innertkirchen;;;;Herr und Frau;Sie
07.12.2021;10,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;8d5266d3f91d2b0970047964439e91d73e7378ee2d5dcd0a1fce0ded05ae57e2;Iris;Gut;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;4556;Aeschi SO;;iris.gut@yahoo.com;021 420 23 24;Herr;Sie
07.12.2021;200,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;4f6a8dfbf73e5a5b454e06084553fa4bfb3c50506f595f5bac07ea43b6c31995;H�seyin;Maier;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25;13.05.2020;5630;Muri;;hseyin.maier@yahoo.com;034 901 00 71;Herr und Frau;Du2
07.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;7530fbb323d36dd8fdeb42373130131951882638a6f1a3f4046f8cfacab57882;Reiner;Gut;;Ja;Ja;Nein;Nein;Nein;;keine Giveaways;29.07.2020;4573;Lohn-Ammannsegg;;reiner.gut@gmail.com;;Herr;Sie
07.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;7252a4ffb4b2617b131a539f4705971705a189b2e276f83cad5941a089392dbc;Ian;Kaiser;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5643;Sins;;;052 714 44 54;Herr und Frau;Sie
07.12.2021;1500,00;Andere;Bank�berweisung Vereinskonto;Spezialprojekte;ae7d68dd95c4ac253b74fb77359f46f1ee1afaec76ee625cc2a2da7c04ee3b83;Katrin;Bernasconi;;Ja;Ja;Nein;Nein;Nein;;;07.01.2022;5645;Fenkrieden;;;;Frau;Du1
07.12.2021;1000,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;a4ff4aec71d9a386948d63b650098ff4c2c12a896c0ea4f6fe10e593a30d7fda;G�nter;Lutz;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;6319;Allenwinden;;gnter.lutz@yahoo.com;+41 26 158 54 91;Herr und Frau;Du2
07.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;9f6dc9554b648b102e3c6a2c6c479daf139022fdd71a9284e63cae2f4de5371e;Sven;Keller;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen;13.05.2020;5643;Sins;;;052 432 54 38;Frau;Sie
07.12.2021;200,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;8a679bf61576c5ccbcea0eaa037a54119febcef04431c29334b2b707149e854a;Renato;Hofstetter;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5643;Sins;;renato.hofstetter@yahoo.com;062 661 35 35;Familie;Du2
07.12.2021;102,65;Mailing;Bank�berweisung Vereinskonto;Allgemein;0acfc3ea6d05e6b0ef8589f18c5ca6f68d951ce2321c17b660bc3f2f220371c6;Aaron;Widmer;;Ja;Ja;Nein;Nein;Nein;;Euro, Ausland;13.05.2020;73453;Abtsgmund;Deutschland;;;Frau;Sie
07.12.2021;30,80;Mailing;Bank�berweisung Vereinskonto;Allgemein;82a096280ef912a4f88b19715b2b21cd70abb5202be6ba6afe266b31e891c09a;Valentine;Koch;;Ja;Nein;Ja;Nein;Nein;;Euro, Ausland;06.09.2021;30161;Hannover;Deutschland;valentine.koch@gmail.com;;Frau;Sie
07.12.2021;300,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;2072a040079a8c39b9098b2842f8b47f3ea630c8f8e4c0e4597eb515bcec9030;Afrim;Sp�rri;;Ja;Ja;Nein;Nein;Nein;;;18.02.2021;8051;Z�rich;;;024 214 11 37;Frau;Du1
07.12.2021;1000,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;e7cbab5a455a77e13c9300e1f0af35f955839accbe7bc7f092a668cf2ee28279;Raffael;Kuhn;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Weihnachtskarte;09.12.2020;5022;Rombach AG;;;081 071 87 08;Herr und Frau;Du2
07.12.2021;400,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;5bf87d22c3a4e4808b10139c35a186c62da6f5a90d84ba4aca3eb80cb79a9cd5;Luis;Staub;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5644;Auw;;luis.staub@yahoo.com;+41 62 549 78 78;Herr und Frau;Du2
07.12.2021;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;f9449397839a06309ed67dae9ca3802af4944da93f7d298820d9af01bf542704;Lilian;Meili;;Nein;Nein;Ja;Ja;Ja;;keine Verdankungen;13.05.2020;2504;Biel/Bienne;;lilian.meili@gmail.com;061 661 90 84;Herr und Frau;Du2
07.12.2021;240,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;0df43ac1cec9ab6bd570abb7f10f1913823f19960df6a4030f9838d65ee0809d;Aziz;Meyer;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Weihnachtskarte;02.06.2021;8306;Br�ttisellen;;aziz.meyer@yahoo.com;026 718 31 37;Herr und Frau;Du2
07.12.2021;500,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;3a01580eb8aa2c03ca26c9007b8593c8c117f52e3aeab6191cccc51cd2207045;St�phane;Hasler;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;8932;Mettmenstetten;;stphane.hasler@hotmail.com;024 657 59 34;Herr;Du1
07.12.2021;50,00;Andere;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;764120fb027f6af91538f519da4b2b1ab720e2d41b80d280185f750c24c454a3;Christiane;Ernst;;Ja;Ja;Nein;Nein;Nein;;Benefizessen 25, Pate;13.05.2020;5643;Sins;;christiane.ernst@hotmail.com;;Herr und Frau;Du2
06.12.2021;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;eb370b8d6be2268cd4d599959c683367b51783c9231fad5b7d0200068a720e30;Priscilla;Walder;;Ja;Ja;Nein;Nein;Nein;;Timoun, Pate;13.05.2020;8712;St�fa;;priscilla.walder@gmail.com;032 897 67 78;Familie;Du2
06.12.2021;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;cef1eb908608745be47469658a2654ebb50c41622a5916e7e35c1d34c9b554c0;Monika;Schmidt;;Ja;Ja;Nein;Nein;Nein;;Euro, Pate, Ausland;13.05.2020;56566;Neuweid;Deutschland;monika.schmidt@yahoo.com;043 034 41 23;Herr;Sie
06.12.2021;123,45;Mailing;Bank�berweisung Vereinskonto;Allgemein;0bf74459af06c83e65dada16c183ee78a7a61c490e99fbf85efafacf14c32209;Bruno;Wirth;;Nein;Nein;Ja;Ja;Nein;;Benefizessen 25, Einzelperson;13.05.2020;5645;Aettenschwil;;bruno.wirth@hotmail.com;;Herr;Du1
06.12.2021;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;29e6e0ea3da4cd82f4e18f55df5f31d52819e53be500871e09cbbdc0434ad736;L�na;Hotz;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5642;M�hlau;;;+41 43 337 91 44;Herr und Frau;Sie
06.12.2021;5325,00;Andere;Bank�berweisung Vereinskonto;Bildungsprojekt;9b9dd5c1802e9b0546fa08ecdcea0fe823b88b54c1252e2a8a6e478b914c73e3;Annamaria;B�hler;;Ja;Ja;Nein;Nein;Nein;1976;Benefizessen 25, keine Verdankungen, Pate, Vereinsmitglieder, Dauerspender;13.05.2020;6020;Emmenbr�cke;;annamaria.bhler@hotmail.com;021 004 77 19;Frau;Du1
06.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;592fae28d245485f26e592e199d1c6dc17793c00cca727a5929f75038d2b4625;Ennio;Meister;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5644;Auw;;;052 379 08 71;Frau;Du1
06.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;e3dd15ca2c21bd5938e0624d1e961e16d00ccf421d2a05ba3e3d72bfb5b6f137;Christina;Bosshard;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5643;Sins;;christina.bosshard@gmail.com;;Herr und Frau;Du2
06.12.2021;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;b43c9b7940f473d4c15df43f876360fcdbedd6775bd67e4cd9ec4acb2014367f;Alicia;Furrer;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5643;Sins;;alicia.furrer@yahoo.com;034 768 42 02;Herr;Du1
06.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;6b1e43af09d4328f96ae08f1d1726c3cfa72397cabe3981bb44135edf310d7c8;Donato;Meister;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;8912;Obfelden;;donato.meister@gmail.com;024 551 71 51;Frau;Du1
06.12.2021;200,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;90083d3fdd9fe1e5c82811c018f61b29e8ca481d4e42202c82eaec884e90ea5a;Nelio;Ammann;;Ja;Ja;Nein;Nein;Nein;;Weihnachtskarte;13.05.2020;5643;Sins;;;;Herr und Frau;Du2
06.12.2021;20,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;09b2306a14736cb221a5990c3f629e3394da2dcb2dd23bc039f5e5fcf667684f;Udo;Hofmann;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;3065;Bolligen;;;;Herr und Frau;Sie
06.12.2021;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;5b8e4b88314d9c997fa14a0c1df7fb0a539251c8599a563259c3bae000182967;Nancy;Wegmann;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5643;Sins;;;;Frau;Du1
06.12.2021;102,10;Mailing;Bank�berweisung Vereinskonto;Allgemein;ba4df48dce5e829dc91d68e43cde793754b3b18a508d3c6ace68f63b5f85c3ca;Jusuf;Martin;;Nein;Nein;Ja;Ja;Ja;;Euro, Ausland;13.05.2020;90607;R�ckersdorf;Deutschland;;;Herr;Sie
06.12.2021;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;79854e0c47ef0840fcad002c99dd354af79f4434f2fecd4a469585dade226050;Jonas;Hofstetter;;Ja;Ja;Nein;Nein;Nein;;;09.06.2021;7260;Davos-Dorf;;jonas.hofstetter@gmail.com;;Familie;Du2
06.12.2021;511,65;Mailing;Bank�berweisung Vereinskonto;Allgemein;98933bafcf195138b45560b4a8d83078f2e466c2045271fdfc57b43fed8e979b;Jules;Schumacher;;Nein;Nein;Ja;Ja;Ja;;Euro, Ausland, Dauerspender;13.05.2020;27318;Hoya/Weser;Deutschland;;043 428 11 25;Frau;Du1
06.12.2021;20,00;Neuspender;Bank�berweisung Vereinskonto;Allgemein;cf02f02702176724910b1005133954265f18887184e044fbba9ec3b88be4626d;Otto;Senn;;Ja;Ja;Nein;Nein;Nein;;;07.01.2022;5644;Auw;;;;Frau;Sie
06.12.2021;1000,00;Andere;Bank�berweisung Vereinskonto;Bildungsprojekt;dd3931fe1e8d24b347f7a67e4961a90bcb2f2b7a57049a167c368f75a922a73d;Max;Berger;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Weihnachtskarte;13.05.2020;5643;Alikon;;max.berger@hotmail.com;;Herr und Frau;Du2
06.12.2021;35,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;71aba42bb60dd4a48ff64c88ae5c8963b8dd33bb35d0a72f6a0ef05906b3f485;Cl�udia;Wehrli;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen;13.05.2020;5644;Auw;;;;Frau;Sie
06.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;c012cae0896d95b31446956d6b54d98ac89fd7001230ff4954dcdd455c7fabfb;Jael;Moser;;Ja;Ja;Nein;Nein;Nein;;keine Verdankungen, Timoun, Dauerspender;13.05.2020;6514;Sementina;;jael.moser@hotmail.com;+41 71 040 29 42;Herr und Frau;Du2
06.12.2021;102,39;Mailing;Bank�berweisung Vereinskonto;Allgemein;debaa755565adc0d5b6c660aef4206ecd812ec24a20dd68b68c3c1da02753d66;Mirco;Bernasconi;;Nein;Nein;Ja;Ja;Ja;;Euro, Ausland, Dauerspender;13.05.2020;54538;Kinheim;Deutschland;;+41 26 362 94 93;Frau;Sie
06.12.2021;50,00;Andere;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;eb370b8d6be2268cd4d599959c683367b51783c9231fad5b7d0200068a720e30;Priscilla;Walder;;Ja;Ja;Nein;Nein;Nein;;Timoun, Pate;13.05.2020;8712;St�fa;;priscilla.walder@gmail.com;032 897 67 78;Familie;Du2
06.12.2021;1,20;Mailing;Bank�berweisung Patenschaften;Allgemein;cef1eb908608745be47469658a2654ebb50c41622a5916e7e35c1d34c9b554c0;Monika;Schmidt;;Ja;Ja;Nein;Nein;Nein;;Euro, Pate, Ausland;13.05.2020;56566;Neuweid;Deutschland;monika.schmidt@yahoo.com;043 034 41 23;Herr;Sie
06.12.2021;2830,00;Einnahmen;Bank�berweisung Vereinskonto;Warenverkauf;848fe57620044b2a207223ea0db370a59149ac97301d37eee521e6c436643a33;;;K�ser AG;Nein;Nein;Ja;Ja;Ja;;keine Verdankungen;05.08.2020;;;;;;;
06.12.2021;369,20;Einnahmen;Bank�berweisung Vereinskonto;Warenverkauf;848fe57620044b2a207223ea0db370a59149ac97301d37eee521e6c436643a33;;;K�ser AG;Nein;Nein;Ja;Ja;Ja;;keine Verdankungen;05.08.2020;;;;;;;
06.12.2021;200,88;OS Mailing;Bank�berweisung Vereinskonto;Allgemein;c26ca14a85376608dff28417569bbbb21faa9c6447dd1e010ea5c3803ce537ce;Dafina;K�lin;;Nein;Nein;Ja;Ja;Nein;;;19.01.2022;8002;Z�rich;;dafina.klin@gmail.com;;Frau;Sie
03.12.2021;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;73af15f709558c1e131eac76f00521fd07aac6bcdec19d343707ea8513c6c779;Volker;Seiler;;Ja;Ja;Nein;Nein;Nein;;Pate, Dauerspender;13.05.2020;5628;Birri;;volker.seiler@yahoo.com;+41 91 897 05 62;Familie;Du2
03.12.2021;50,00;Paten;Bank�berweisung Patenschaften;Patenschaften inkl. personenbezogene Spenden;3cd5df2d9fb071ebcb2df38635d771c864ab64c4b3eb10d18a811432d2cbd6be;Hartmut;H�fliger;;Nein;Ja;Nein;Ja;Nein;;Einzelperson, Pate, Dauerspender;13.05.2020;6312;Steinhausen;;hartmut.hfliger@hotmail.com;071 293 20 67;Frau;Du1
03.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;85726b6615ee02271e0833e6d94c4b630390c08f5f8011a2f6d6d94a63d6c885;Vlora;Hauser;;Ja;Ja;Nein;Nein;Nein;;;03.07.2020;5644;Auw;;vlora.hauser@yahoo.com;061 041 41 40;Herr;Sie
03.12.2021;140,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;4c19c1a77ed1c1a4d222f442e381116203227ef5c89b936d9355d3da3201bcf8;Belinda;Christen;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;6340;Baar;;;;Frau;Sie
03.12.2021;2000,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;0b6fb58a76c3250444bc5a5c67efb4a97d697121e9b00d493baad22d2ab936fe;Margherita;Sidler;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;6333;H�nenberg See;;;044 721 13 00;Herr und Frau;Du2
03.12.2021;50,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;3e19902e8419757fdab45b543966ee3ad902bb367b1e0987af3a039718d26c93;Joachim;Sch�fer;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5643;Sins;;joachim.schfer@gmail.com;;Herr und Frau;Du2
03.12.2021;20,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;67274581f6cc5d89689bb959dc1a4dbd208547314248b528d7f5fb6c6e8ba130;Arian;Pfister;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5645;Aettenschwil;;arian.pfister@yahoo.com;;Herr und Frau;Du2
03.12.2021;20,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;caac0523a3a491e3a949841eda2fdeae50f17661d1a319044f12f973b4d56eb8;Said;K�ng;;Ja;Ja;Nein;Nein;Nein;;Dauerspender;13.05.2020;6004;Luzern;;;;Frau;Du1
03.12.2021;100,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;44ce4f2c79d8bbcafb809d983522f5dd064af3f85b2ba8f9e7674d1d1a7c81e3;Coralie;Lutz;;Ja;Ja;Nein;Nein;Nein;1969;Benefizessen 25;13.05.2020;5643;Sins;;coralie.lutz@yahoo.com;+41 33 956 55 14;Herr und Frau;Du2
03.12.2021;150,00;Mailing;Bank�berweisung Vereinskonto;Allgemein;cad57231d03934aac69153c67af7f5840b23944099cde13005ba1acc78f98060;Slavica;Bader;;Ja;Ja;Nein;Nein;Nein;;;13.05.2020;5416;Kirchdorf;;slavica.bader@hotmail.com;021 462 42 92;Frau;Du1
03.12.2021;204,34;Mailing;Bank�berweisung Vereinskonto;Allgemein;cdc510fd2770c3f793bacfccec424d997e46da2d84794fbf748dd4bfa8f1f32d;L�onie;Bieri;;Nein;Nein;Ja;Ja;Nein;;Euro, Ausland;13.05.2020;91207;Lauf a. d. Pegnitz;Deutschland;lonie.bieri@gmail.com;;Herr;Sie
